transaction_id,user_id,amount,transaction_type,timestamp,status
225,518.0,29593.52,payment,2024-11-17 14:54:38.659853,succes
226,591.0,23089.56,withdraal,2024-11-27 14:54:38.659853,failed
227,221.0,23200.74,payment,2024-10-13 14:54:38.659853,pendng
228,208.0,47490.76,dep0sit,2024-11-15 14:54:38.659853,f@iled
229,105.0,17763.88,payment,2024-11-05 14:54:38.659853,failed
230,420.0,38904.5,withdraal,2024-12-16 14:54:38.659853,pending
231,,41755.23,withdraal,2024-09-14 14:54:38.659853,success
232,350.0,47069.73,p@yment,2024-12-21 14:54:38.659853,succes
233,194.0,1267.37,dep0sit,2024-09-18 14:54:38.659853,f@iled
234,248.0,5192.53,withdrawal,2024-10-10 14:54:38.659853,pendng
235,547.0,45896.94,p@yment,2024-10-23 14:54:38.659853,pending
236,147.0,13270.18,dep0sit,2024-09-16 14:54:38.659853,failed
237,124.0,31379.46,withdraal,2024-10-16 14:54:38.659853,pending
238,465.0,20443.03,deposit,2024-10-12 14:54:38.659853,succes
239,441.0,39688.2,deposit,2024-08-25 14:54:38.659853,pending
240,411.0,36124.02,withdraal,2025-02-11 14:54:38.659853,success
241,455.0,0.0,deposit,2024-12-04 14:54:38.659853,succes
242,412.0,45535.28,dep0sit,2024-12-01 14:54:38.659853,pendng
243,278.0,38067.96,payment,2024-08-20 14:54:38.659853,success
244,304.0,30444.84,deposit,2024-08-28 14:54:38.659853,succes
245,458.0,47279.58,deposit,2024-08-28 14:54:38.659853,succes
246,299.0,22871.8,withdraal,2024-10-13 14:54:38.659853,succes
247,308.0,34564.0,deposit,2025-01-17 14:54:38.659853,pendng
248,267.0,24716.35,payment,2024-10-18 14:54:38.659853,pending
249,176.0,35908.16,dep0sit,2024-10-17 14:54:38.659853,success
250,561.0,8637.99,deposit,2024-08-21 14:54:38.659853,pending
251,,35591.28,p@yment,2025-01-31 14:54:38.659853,success
252,487.0,35134.18,dep0sit,2025-02-06 14:54:38.659853,success
253,233.0,49231.63,payment,,pendng
254,563.0,15523.73,withdraal,2025-02-08 14:54:38.659853,pendng
255,564.0,26287.48,withdrawal,2024-10-26 14:54:38.659853,pending
256,451.0,27334.32,withdrawal,2024-09-04 14:54:38.659853,f@iled
257,143.0,0.0,dep0sit,2024-10-19 14:54:38.659853,f@iled
258,395.0,20430.35,withdrawal,2024-10-08 14:54:38.659853,f@iled
259,379.0,49748.09,deposit,2024-11-10 14:54:38.659853,failed
260,260.0,20336.35,payment,2024-09-25 14:54:38.659853,f@iled
261,497.0,35343.93,payment,2024-08-25 14:54:38.659853,succes
262,195.0,11215.19,p@yment,2024-11-01 14:54:38.659853,failed
263,121.0,15983.27,deposit,2024-10-07 14:54:38.659853,succes
264,405.0,27883.48,p@yment,2024-11-03 14:54:38.659853,success
265,214.0,39351.52,withdrawal,2024-11-02 14:54:38.659853,pendng
266,324.0,27182.17,dep0sit,2024-10-31 14:54:38.659853,failed
267,498.0,33783.96,dep0sit,2024-12-30 14:54:38.659853,f@iled
268,589.0,40237.34,deposit,2024-11-02 14:54:38.659853,pending
269,405.0,37982.81,p@yment,2024-08-20 14:54:38.659853,pendng
270,501.0,36590.46,dep0sit,2024-08-22 14:54:38.659853,succes
271,572.0,16572.83,deposit,2024-10-01 14:54:38.659853,pending
272,546.0,,withdraal,2024-12-01 14:54:38.659853,success
273,245.0,14783.27,payment,2025-01-20 14:54:38.659853,f@iled
274,119.0,9890.88,withdraal,2025-01-24 14:54:38.659853,pendng
275,470.0,1606.58,withdraal,2024-09-25 14:54:38.659853,pending
276,510.0,46246.15,withdraal,2025-01-22 14:54:38.659853,pending
277,570.0,44738.87,p@yment,2024-11-14 14:54:38.659853,f@iled
278,138.0,25437.4,withdrawal,2025-01-21 14:54:38.659853,pendng
279,466.0,33229.92,dep0sit,2025-01-04 14:54:38.659853,succes
280,366.0,41084.45,withdraal,2025-01-05 14:54:38.659853,pendng
281,166.0,9834.63,withdraal,2024-11-18 14:54:38.659853,pending
282,333.0,49438.46,deposit,2024-11-03 14:54:38.659853,success
283,102.0,12799.08,withdrawal,2024-11-15 14:54:38.659853,success
284,349.0,9630.41,dep0sit,2024-10-19 14:54:38.659853,pendng
285,140.0,20980.9,deposit,2024-10-27 14:54:38.659853,failed
286,115.0,49697.58,deposit,2024-11-19 14:54:38.659853,f@iled
287,426.0,24992.09,dep0sit,2025-02-10 14:54:38.659853,success
288,144.0,42131.53,withdrawal,2025-02-12 14:54:38.659853,succes
289,311.0,329.26,payment,2024-09-15 14:54:38.659853,failed
290,437.0,20742.4,withdraal,2024-12-27 14:54:38.659853,failed
291,137.0,30804.65,p@yment,2024-09-19 14:54:38.659853,success
292,291.0,20578.68,withdraal,2024-11-13 14:54:38.659853,f@iled
293,107.0,30553.65,withdrawal,2024-11-03 14:54:38.659853,success
294,350.0,19300.36,p@yment,2024-09-05 14:54:38.659853,failed
295,281.0,11538.62,p@yment,2024-12-02 14:54:38.659853,success
296,506.0,18147.21,payment,2024-12-24 14:54:38.659853,success
297,559.0,7386.82,deposit,2024-09-16 14:54:38.659853,success
298,331.0,10352.62,payment,2024-09-24 14:54:38.659853,f@iled
299,494.0,10133.95,withdraal,2024-12-07 14:54:38.659853,succes
300,575.0,0.0,payment,2024-09-06 14:54:38.659853,failed
301,563.0,4075.76,p@yment,2024-11-25 14:54:38.659853,failed
302,417.0,16471.26,withdrawal,2024-09-13 14:54:38.659853,f@iled
303,304.0,1582.63,p@yment,2024-08-28 14:54:38.659853,pending
304,183.0,7199.85,withdrawal,2024-10-08 14:54:38.659853,pendng
305,493.0,40678.37,payment,2025-01-16 14:54:38.659853,success
306,520.0,22049.5,payment,2024-11-11 14:54:38.659853,succes
307,249.0,44196.66,deposit,2024-11-18 14:54:38.659853,failed
308,262.0,2604.36,withdraal,2024-09-28 14:54:38.659853,f@iled
309,235.0,40644.44,payment,2024-10-25 14:54:38.659853,succes
310,342.0,31789.14,dep0sit,2025-01-30 14:54:38.659853,success
311,387.0,20398.48,payment,2024-11-04 14:54:38.659853,success
312,116.0,49305.21,withdrawal,2025-01-04 14:54:38.659853,succes
313,132.0,15769.36,withdraal,2025-01-02 14:54:38.659853,success
314,298.0,16820.75,withdraal,2024-09-17 14:54:38.659853,f@iled
315,284.0,37622.02,dep0sit,2025-01-01 14:54:38.659853,pending
316,570.0,37305.33,p@yment,2025-01-08 14:54:38.659853,failed
317,294.0,33613.2,dep0sit,2025-01-28 14:54:38.659853,failed
318,558.0,23048.89,dep0sit,2024-10-01 14:54:38.659853,succes
319,439.0,19977.12,deposit,2024-12-12 14:54:38.659853,success
320,161.0,10492.23,p@yment,2024-09-26 14:54:38.659853,success
321,180.0,17354.42,payment,2024-12-14 14:54:38.659853,success
322,437.0,32388.5,withdrawal,2024-08-19 14:54:38.659853,success
323,546.0,48763.09,payment,2024-11-19 14:54:38.659853,succes
324,132.0,30149.34,deposit,2024-08-31 14:54:38.659853,succes
325,362.0,23301.95,deposit,2024-10-29 14:54:38.659853,pending
326,268.0,47704.84,dep0sit,2024-11-28 14:54:38.659853,pending
327,576.0,31497.87,p@yment,2025-01-20 14:54:38.659853,failed
328,178.0,30265.03,p@yment,2024-09-03 14:54:38.659853,succes
329,243.0,23190.19,dep0sit,2024-09-07 14:54:38.659853,pending
330,403.0,39735.04,withdraal,2024-12-30 14:54:38.659853,pending
331,489.0,48318.92,p@yment,2025-01-14 14:54:38.659853,f@iled
332,593.0,22391.81,deposit,2024-10-07 14:54:38.659853,succes
333,119.0,13797.66,deposit,2025-02-07 14:54:38.659853,f@iled
334,233.0,44521.01,dep0sit,2024-10-22 14:54:38.659853,success
335,278.0,48743.2,dep0sit,2024-08-26 14:54:38.659853,pendng
336,324.0,5194.38,dep0sit,2024-10-16 14:54:38.659853,failed
337,194.0,31376.25,payment,2024-10-28 14:54:38.659853,failed
338,548.0,12323.89,payment,2024-10-07 14:54:38.659853,failed
339,505.0,33314.4,withdraal,2024-10-07 14:54:38.659853,succes
340,257.0,12897.97,withdrawal,2024-10-03 14:54:38.659853,succes
341,382.0,44367.21,dep0sit,2025-01-21 14:54:38.659853,success
342,222.0,13902.54,p@yment,2024-12-20 14:54:38.659853,succes
343,119.0,12782.25,dep0sit,2024-10-29 14:54:38.659853,success
344,424.0,35899.13,payment,2024-08-31 14:54:38.659853,pendng
345,414.0,3264.53,withdrawal,2024-10-29 14:54:38.659853,pendng
346,165.0,18413.5,payment,2024-11-06 14:54:38.659853,pending
347,144.0,7145.32,payment,2024-11-23 14:54:38.659853,failed
348,310.0,4818.08,withdrawal,2024-10-03 14:54:38.659853,pending
349,199.0,20471.23,withdraal,2024-08-26 14:54:38.659853,succes
350,165.0,10392.43,withdraal,2024-11-23 14:54:38.659853,pendng
351,369.0,16813.34,p@yment,2024-08-18 14:54:38.659853,pending
352,241.0,41924.37,dep0sit,2024-10-09 14:54:38.659853,success
353,492.0,12295.5,payment,2024-12-08 14:54:38.659853,f@iled
354,507.0,20657.87,payment,2025-01-12 14:54:38.659853,failed
355,591.0,43290.51,deposit,2025-01-01 14:54:38.659853,f@iled
356,238.0,22257.21,deposit,2024-09-01 14:54:38.659853,success
357,549.0,1325.2,withdraal,2024-11-27 14:54:38.659853,succes
358,338.0,35739.36,p@yment,2024-10-16 14:54:38.659853,f@iled
359,560.0,20913.6,dep0sit,2025-01-02 14:54:38.659853,pending
360,560.0,45767.63,withdraal,2024-09-12 14:54:38.659853,success
361,499.0,26017.13,p@yment,2025-01-27 14:54:38.659853,f@iled
362,274.0,16356.39,withdrawal,2024-11-03 14:54:38.659853,pendng
363,110.0,12155.57,dep0sit,2025-01-08 14:54:38.659853,success
364,390.0,29847.29,payment,2025-01-20 14:54:38.659853,success
365,438.0,21331.07,dep0sit,2024-08-31 14:54:38.659853,success
366,131.0,49574.07,deposit,2024-10-19 14:54:38.659853,succes
367,264.0,17785.28,payment,2024-12-27 14:54:38.659853,pendng
368,423.0,33274.78,withdraal,2025-01-13 14:54:38.659853,f@iled
369,190.0,14229.73,withdraal,2024-10-27 14:54:38.659853,succes
370,264.0,41057.62,dep0sit,2025-02-07 14:54:38.659853,failed
371,491.0,29261.05,withdraal,2024-08-19 14:54:38.659853,failed
372,421.0,22816.3,deposit,2024-10-28 14:54:38.659853,pendng
373,502.0,9136.7,dep0sit,2025-01-07 14:54:38.659853,pendng
374,122.0,44550.41,dep0sit,2025-01-10 14:54:38.659853,pending
375,492.0,49904.04,payment,2024-12-03 14:54:38.659853,succes
376,352.0,10138.58,dep0sit,2025-02-03 14:54:38.659853,success
377,120.0,41609.95,payment,2024-10-30 14:54:38.659853,pendng
378,115.0,34303.7,deposit,2024-09-30 14:54:38.659853,pendng
379,114.0,1069.19,p@yment,2024-12-19 14:54:38.659853,pending
380,496.0,7902.75,dep0sit,2024-09-30 14:54:38.659853,pending
381,417.0,35412.29,dep0sit,2024-12-25 14:54:38.659853,f@iled
382,,4549.12,payment,2024-09-08 14:54:38.659853,f@iled
383,478.0,23192.54,withdrawal,2025-01-02 14:54:38.659853,failed
384,354.0,332.03,payment,,pending
385,173.0,41663.35,withdraal,2024-10-06 14:54:38.659853,success
386,207.0,35497.95,withdrawal,2024-10-02 14:54:38.659853,pendng
387,499.0,22558.87,withdraal,2024-08-25 14:54:38.659853,failed
388,477.0,8232.9,dep0sit,2024-09-07 14:54:38.659853,f@iled
389,151.0,40050.89,deposit,2024-11-05 14:54:38.659853,f@iled
390,337.0,0.0,withdraal,2025-01-18 14:54:38.659853,pendng
391,518.0,25089.69,p@yment,2025-01-30 14:54:38.659853,pendng
392,102.0,4128.63,p@yment,2025-02-02 14:54:38.659853,failed
393,241.0,2315.12,payment,2024-10-09 14:54:38.659853,f@iled
394,102.0,37702.69,withdrawal,2025-01-08 14:54:38.659853,f@iled
395,546.0,2273.86,p@yment,2024-11-21 14:54:38.659853,f@iled
396,215.0,1154.08,payment,2025-01-17 14:54:38.659853,success
397,117.0,27455.6,dep0sit,2024-11-21 14:54:38.659853,f@iled
398,443.0,29291.38,withdraal,2024-12-03 14:54:38.659853,success
399,241.0,43694.63,deposit,2025-01-03 14:54:38.659853,pendng
400,211.0,31177.42,withdrawal,2025-01-24 14:54:38.659853,f@iled
401,391.0,7710.7,withdrawal,2024-08-18 14:54:38.659853,pendng
